78=326-Salón Principal
79=0-
80=0-
81=345-Ruinas Primitivas
82=0-
83=0-
84=0-
85=0-
86=253-Catacumbas
87=252-Catacumbas
88=254-Catacumbas
89=0-
90=0-
91=298-Dungeon Zero
92=299-Dungeon Zero
93=0-
94=325-Antesala
95=0-
96=0-
97=0-
98=283-Dungeon Dragon
99=282-Nido de Medusas
100=0-
101=270-Dungeon Marabel
102=0-
103=251-Catacumbas
104=315-Minas del Fuerte Central
105=0-
106=0-
107=0-
108=300-Cueva Abisal
109=-
110=327-Mazmorra
111=0-
112=0-
113=0-
114=277-Dungeon Veriil
115=278-Dungeon Veriil
116=279-Dungeon Veriil
117=295-Dungeon Marabel
118=0-
119=250-Catacumbas
120=0-
121=0-
122=357-Intermundia
123=0-
124=0-
125=0-
126=0-
127=322-Senda Ilusoria
128=324-Santuario de Éter
129=0-
130=276-Dungeon Veriil
131=281-Dungeon Veriil
132=280-Dungeon Veriil
133=272-Pantano Oscuro
134=0-
135=247-Catacumbas
136=249-Catacumbas
137=0-
138=0-
139=0-
140=358-Cueva de Rinkel
141=0-
142=0-
143=321-Atrio Arcano
144=323-Salón Elemental
145=0-
146=0-
147=0-
148=0-
149=271-Dungeon Marabel (Subsuelo)
150=310-Minas Thyr
151=246-Catacumbas
152=245-Catacumbas
153=262-Catacumbas
154=263-Catacumbas
155=264-Catacumbas
156=265-Catacumbas
157=0-
158=0-
159=0-
160=0-
161=0-
162=0-
163=0-
164=0-
165=0-
166=0-
167=0-
168=244-Catacumbas
169=0-
170=0-
171=0-
172=0-
173=0-
174=0-
175=0-
176=0-
177=0-
178=0-
179=301-Minas Krowh
180=302-Minas Krowh
181=0-
182=0-
183=0-
184=243-Catacumbas
185=0-
186=0-
187=269-Caverna Submarina
188=0-
189=0-
190=286-Dungeon Fârzhé (Planta Baja)
191=0-
192=288-Dungeon Fârzhé (Caverna del Dragón)
193=0-
194=0-
195=0-
196=0-
197=0-
198=0-
199=241-Catacumbas
200=242-Catacumbas
201=0-
202=0-
203=268-Tuneles Submarinos
204=0-
205=0-
206=285-Dungeon Fârzhé (Subsuelo)
207=287-Dungeon Fârzhé (Planta Baja)
208=374-Dungeon Fârzhé (Entrepiso) 
209=275-Depósito de Banderbill
210=0-
211=266-Depósito de Rinkel
212=0-
213=303-Depósito de Nix
214=0-
215=0-
216=0-
217=0-
218=0-
219=267-Cueva Pirata
220=0-
221=0-
222=0-
223=0-
224=289-Dungeon Fârzhé (Planta Alta)
225=0-
226=0-
227=0-
228=0-
229=0-
230=0-
231=0-
232=0-
233=0-
234=0-
235=0-
236=0-
237=0-
238=0-
239=0-
240=0-

[WORLDMAP3]'Infierno
XMaps=10
YMaps=9

1=0-
2=0-
3=0-
4=0-
5=0-
6=0-
7=0-
8=0-
9=0-
10=0-
11=0-
12=331-Base Imperial Abismal
13=332-Abismo Infernal
14=333-Refugio de Abisales
15=0-
16=398-Cueva Drow
17=0-
18=0-
19=0-
20=0-
21=0-
22=334-Base Caótica Abismal
23=335-Abismo Infernal
24=336-Base Republicana Abismal
25=0-
26=0-
27=0-
28=0-
29=0-
30=0-
31=0-
32=337-Refugio de Abisales
33=338-Abismo Infernal
34=339-Abismo Infernal
35=0-
36=399-Cueva del Jerarca Orco
37=0-
38=0-
39=0-
40=0-
41=0-
42=0-
43=0-
44=0-
45=0-
46=0-
47=0-
48=0-
49=0-
50=0-
51=0-
52=0-
53=0-
54=0-
55=0-
56=0-
57=0-
58=0-
59=0-
60=0-
61=0-
62=0-
63=0-
64=0-
65=0-
66=0-
67=0-
68=0-
69=0-
70=0-
71=0-
72=0-
73=0-
74=0-
75=0-
76=0-
77=0-
78=0-
79=0-
80=0-
81=0-
82=0-
83=0-
84=0-
85=0-
86=0-
87=0-
88=0-
89=0-
90=0-
